variant_id,policy,kwargs,complexity,note,command,frozen_variant_id
ff_coverage_urban_zone,feature_flag,"{'use_coverage_call': True, 'use_urban_boost': True, 'use_zone_weights': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_coverage_call': True, 'use_urban_boost': True, 'use_zone_weights': True}""",ff_coverage_urban_zone_2
ff_coverage_fairness_fairness,feature_flag,"{'use_coverage_call': True, 'use_fairness': True, 'use_fairness_weight': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_coverage_call': True, 'use_fairness': True, 'use_fairness_weight': True}""",ff_coverage_fairness_fairness_2
ff_coverage_fairness_zone,feature_flag,"{'use_coverage_call': True, 'use_fairness': True, 'use_zone_weights': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_coverage_call': True, 'use_fairness': True, 'use_zone_weights': True}""",ff_coverage_fairness_zone_3
ff_coverage_fairness_zone,feature_flag,"{'use_coverage_call': True, 'use_fairness_weight': True, 'use_zone_weights': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_coverage_call': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_coverage_fairness_zone_4
ff_guardrail_urban_fairness,feature_flag,"{'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}""",ff_guardrail_urban_fairness
ff_guardrail_urban_fairness,feature_flag,"{'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",ff_guardrail_urban_fairness_2
ff_guardrail_urban_zone,feature_flag,"{'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}""",ff_guardrail_urban_zone
ff_guardrail_fairness_fairness,feature_flag,"{'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}""",ff_guardrail_fairness_fairness
ff_guardrail_fairness_zone,feature_flag,"{'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}""",ff_guardrail_fairness_zone
ff_guardrail_fairness_zone,feature_flag,"{'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_guardrail_fairness_zone_2
ff_urban_fairness_fairness,feature_flag,"{'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}""",ff_urban_fairness_fairness
ff_urban_fairness_zone,feature_flag,"{'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}""",ff_urban_fairness_zone
ff_urban_fairness_zone,feature_flag,"{'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_urban_fairness_zone_2
ff_fairness_fairness_zone,feature_flag,"{'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_fairness_fairness_zone
ff_severity_als_coverage_coverage,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True}""",ff_severity_als_coverage_coverage
ff_severity_als_coverage_guardrail,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True}""",ff_severity_als_coverage_guardrail
ff_severity_als_coverage_urban,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True}""",ff_severity_als_coverage_urban
ff_severity_als_coverage_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness': True}""",ff_severity_als_coverage_fairness
ff_severity_als_coverage_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness_weight': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness_weight': True}""",ff_severity_als_coverage_fairness_2
ff_severity_als_coverage_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_zone_weights': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_unit': True, 'use_zone_weights': True}""",ff_severity_als_coverage_zone
ff_severity_als_coverage_guardrail,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True}""",ff_severity_als_coverage_guardrail_2
ff_severity_als_coverage_urban,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True}""",ff_severity_als_coverage_urban_2
ff_severity_als_coverage_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True}""",ff_severity_als_coverage_fairness_3
ff_severity_als_coverage_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness_weight': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_fairness_weight': True}""",ff_severity_als_coverage_fairness_4
ff_severity_als_coverage_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_zone_weights': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_coverage_call': True, 'use_zone_weights': True}""",ff_severity_als_coverage_zone_2
ff_severity_als_guardrail_urban,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_urban_boost': True}""",ff_severity_als_guardrail_urban
ff_severity_als_guardrail_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_fairness': True}""",ff_severity_als_guardrail_fairness
ff_severity_als_guardrail_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_fairness_weight': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_fairness_weight': True}""",ff_severity_als_guardrail_fairness_2
ff_severity_als_guardrail_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_zone_weights': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_guardrail': True, 'use_zone_weights': True}""",ff_severity_als_guardrail_zone
ff_severity_als_urban_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_urban_boost': True, 'use_fairness': True}""",ff_severity_als_urban_fairness
ff_severity_als_urban_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_urban_boost': True, 'use_fairness_weight': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",ff_severity_als_urban_fairness_2
ff_severity_als_urban_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_urban_boost': True, 'use_zone_weights': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_urban_boost': True, 'use_zone_weights': True}""",ff_severity_als_urban_zone
ff_severity_als_fairness_fairness,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_fairness': True, 'use_fairness_weight': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_fairness': True, 'use_fairness_weight': True}""",ff_severity_als_fairness_fairness
ff_severity_als_fairness_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_fairness': True, 'use_zone_weights': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_fairness': True, 'use_zone_weights': True}""",ff_severity_als_fairness_zone
ff_severity_als_fairness_zone,feature_flag,"{'use_severity': True, 'use_als_guard': True, 'use_fairness_weight': True, 'use_zone_weights': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_als_guard': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_severity_als_fairness_zone_2
ff_severity_coverage_coverage_guardrail,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True}""",ff_severity_coverage_coverage_guardrail
ff_severity_coverage_coverage_urban,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True}""",ff_severity_coverage_coverage_urban
ff_severity_coverage_coverage_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_fairness': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_fairness': True}""",ff_severity_coverage_coverage_fairness
ff_severity_coverage_coverage_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_fairness_weight': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_fairness_weight': True}""",ff_severity_coverage_coverage_fairness_2
ff_severity_coverage_coverage_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_zone_weights': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_zone_weights': True}""",ff_severity_coverage_coverage_zone
ff_severity_coverage_guardrail_urban,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True}""",ff_severity_coverage_guardrail_urban
ff_severity_coverage_guardrail_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True}""",ff_severity_coverage_guardrail_fairness
ff_severity_coverage_guardrail_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True}""",ff_severity_coverage_guardrail_fairness_2
ff_severity_coverage_guardrail_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_zone_weights': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_zone_weights': True}""",ff_severity_coverage_guardrail_zone
ff_severity_coverage_urban_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True}""",ff_severity_coverage_urban_fairness
ff_severity_coverage_urban_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness_weight': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness_weight': True}""",ff_severity_coverage_urban_fairness_2
ff_severity_coverage_urban_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_zone_weights': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_zone_weights': True}""",ff_severity_coverage_urban_zone
ff_severity_coverage_fairness_fairness,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_fairness': True, 'use_fairness_weight': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_fairness': True, 'use_fairness_weight': True}""",ff_severity_coverage_fairness_fairness
ff_severity_coverage_fairness_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_fairness': True, 'use_zone_weights': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_fairness': True, 'use_zone_weights': True}""",ff_severity_coverage_fairness_zone
ff_severity_coverage_fairness_zone,feature_flag,"{'use_severity': True, 'use_coverage_unit': True, 'use_fairness_weight': True, 'use_zone_weights': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_unit': True, 'use_fairness_weight': True, 'use_zone_weights': True}""",ff_severity_coverage_fairness_zone_2
ff_severity_coverage_guardrail_urban,feature_flag,"{'use_severity': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True}""",ff_severity_coverage_guardrail_urban_2
ff_severity_coverage_guardrail_fairness,feature_flag,"{'use_severity': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True}",5,bottom_up,"--policy feature_flag --policy-kwargs ""{'use_severity': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True}""",ff_severity_coverage_guardrail_fairness_3
